plant_id,plant_name,technology,capacity_kw,capacity_mw,capacity_factor,energy_mwh,plant_postcode,plant_ort,plant_municipality,plant_district,plant_location_id,substation_id,substation_name,substation_operator,substation_voltage,substation_type,distance_to_substation_m
SEE904573377807,PVA Walddrehna 2.3,Solare Strahlungsenergie,13202.0,13.202,0.12,13877.9424,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL927190201423,1731,,,110000,generation,7940.270593784035
SEE905317227136,PVA Gahro 1.1,Solare Strahlungsenergie,4560.0,4.56,0.12,4793.472,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL910405113062,1731,,,110000,generation,2922.2717604703594
SEE994587872351,PVA Cahnsdorf 2,Solare Strahlungsenergie,8100.0,8.1,0.12,8514.72,15926,Luckau,Luckau,Dahme-Spreewald,SEL955853306444,1670,Willmersdorf West,Energiequelle,110000,generation,2464.407438405687
SEE937740666466,PVA Cahnsdorf 1,Solare Strahlungsenergie,1620.0,1.62,0.12,1702.944,15926,Luckau,Luckau,Dahme-Spreewald,SEL955853306444,1670,Willmersdorf West,Energiequelle,110000,generation,2385.6502090111785
SEE951988906740,N1 Neue Trift 1,Wind,3630.0,3.63,0.32,10175.616,17291,Prenzlau,Prenzlau,Uckermark,SEL940873178553,2665,Karlshof,E.DIS Netz GmbH,110000,generation,623.7674585713305
SEE907878499779,N2 Neue Trift 2,Wind,3630.0,3.63,0.32,10175.616,17291,Prenzlau,Prenzlau,Uckermark,SEL940873178553,2665,Karlshof,E.DIS Netz GmbH,110000,generation,774.9539617644527
SEE931711818823,N3 Neue Trift 3,Wind,3630.0,3.63,0.32,10175.616,17291,Prenzlau,Prenzlau,Uckermark,SEL940873178553,2665,Karlshof,E.DIS Netz GmbH,110000,generation,216.97389257008837
SEE904954423369,N4 Neue Trift 4,Wind,3630.0,3.63,0.32,10175.616,17291,Prenzlau,Prenzlau,Uckermark,SEL940873178553,2665,Karlshof,E.DIS Netz GmbH,110000,generation,1057.6540091263273
SEE950555503320,N5 Neue Trift 5,Wind,3630.0,3.63,0.32,10175.616,17291,Prenzlau,Prenzlau,Uckermark,SEL940873178553,1466,Dauer,E.DIS Netz GmbH,110000,generation,1264.06321323973
SEE942061359966,N6 Neue Trift 6,Wind,3630.0,3.63,0.32,10175.616,17291,Prenzlau,Prenzlau,Uckermark,SEL940873178553,1466,Dauer,E.DIS Netz GmbH,110000,generation,709.7999859082855
SEE989158055875,E70965,Wind,1800.0,1.8,0.32,5045.76,19339,Plattenburg,Plattenburg,Prignitz,SEL981978726348,3439,,,,minor_distribution,3826.808089977151
SEE943357198436,P5 Prähnsee 5,Wind,3630.0,3.63,0.32,10175.616,17291,Grünow,Grünow,Uckermark,SEL946360652124,292,,,,,1943.2996092780124
SEE998756028457,P6 Prähnsee 6,Wind,3630.0,3.63,0.32,10175.616,17291,Grünow,Grünow,Uckermark,SEL946360652124,292,,,,,2317.0165089109787
SEE978519600557,P2 Prähnsee 2,Wind,3630.0,3.63,0.32,10175.616,17291,Grünow,Grünow,Uckermark,SEL946360652124,3034,,,,minor_distribution,1907.7210072586877
SEE972042655381,P3 Prähnsee 3,Wind,3630.0,3.63,0.32,10175.616,17291,Grünow,Grünow,Uckermark,SEL946360652124,292,,,,,2458.6759815658193
SEE981221563874,V37179,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1438.0283251207711
SEE932986856893,V229541,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Heiligengrabe,Ostprignitz-Ruppin,SEL969712456041,3417,,,,,1116.1232036970373
SEE923439797412,28810,Wind,2000.0,2.0,0.32,5606.400000000001,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL996398614304,3425,,,,,6597.514147371018
SEE903521435132,825773,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL905262123033,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1539.7127430290466
SEE945453378590,825774,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL905262123033,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1486.7391730599004
SEE903569494245,825770,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL922524665261,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1966.771577620039
SEE976044982186,825766,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL922524665261,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1766.7461634375982
SEE967117003242,825771,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL923580014239,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1767.6247145320744
SEE960417691966,825772,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL934653733940,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1766.7461634375982
SEE936114799717,825768,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL905262123033,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1486.7391730599004
SEE937628368123,825767,Wind,2300.0,2.3,0.32,6447.360000000001,16866,Gumtow,Gumtow,Prignitz,SEL905262123033,2516,Trafostation Zichtow Dorf MS-Raum/NS-Raum,,,minor_distribution,1539.7127430290466
SEE930133982136,V 37178,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1641.5523208066859
SEE990700826782,825769,Wind,2300.0,2.3,0.32,6447.360000000001,19339,Plattenburg,Plattenburg,Prignitz,SEL905262123033,1802,Vehlin,E.DIS Netz GmbH,110000,generation,2289.9555130192566
SEE904956296985,V 37177,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1642.0903280190773
SEE985405820166,V 41274,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1799.0590369529614
SEE913167245064,V 41275,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL935755192475,1716,,,,distribution,1897.2729763198356
SEE921888303598,PVA Welzow III,Solare Strahlungsenergie,8400.0,8.4,0.12,8830.08,3103,Neu-Seeland,Neu-Seeland,Oberspreewald-Lausitz,SEL925944056237,1492,,Mitnetz Strom,110000,transition,1835.8778269908626
SEE974267684610,Photovoltaikkraftwerk Reckahn III,Solare Strahlungsenergie,1760.0,1.76,0.12,1850.112,14797,Kloster Lehnin,Kloster Lehnin,Potsdam-Mittelmark,SEL989456809675,1764,Reckahn,,110000,generation,1250.1426363080407
SEE919840860500,WEA L-02,Wind,4200.0,4.2,0.32,11773.44,17337,Uckerland,Uckerland,Uckermark,SEL992761557957,1110,TrSt Karlstein,E.DIS Netz GmbH,,minor_distribution,1325.5518234138456
SEE967034399183,WEA L-03,Wind,4200.0,4.2,0.32,11773.44,17337,Uckerland,Uckerland,Uckermark,SEL992761557957,1110,TrSt Karlstein,E.DIS Netz GmbH,,minor_distribution,1476.5640008926543
SEE905456738951,WEA L-04,Wind,4200.0,4.2,0.32,11773.44,17337,Uckerland,Uckerland,Uckermark,SEL992761557957,1110,TrSt Karlstein,E.DIS Netz GmbH,,minor_distribution,1216.2284110604894
SEE995542774468,V24206,Wind,2000.0,2.0,0.32,5606.400000000001,15326,Wulkow,Lebus,Märkisch-Oderland,SEL926471863688,236,Trafostation,E.ON edis AG,,,5902.499823944135
SEE996798647728,25670,Wind,2000.0,2.0,0.32,5606.400000000001,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL948321428724,1839,Beiersdorf,NOTUS,110000,generation,6249.067513747809
SEE962408994049,V24207,Wind,2000.0,2.0,0.32,5606.400000000001,15326,Wulkow,Lebus,Märkisch-Oderland,SEL926471863688,236,Trafostation,E.ON edis AG,,,5594.180107602669
SEE998541798374,25671,Wind,2000.0,2.0,0.32,5606.400000000001,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL948321428724,1839,Beiersdorf,NOTUS,110000,generation,6603.624143137234
SEE955646538502,25672,Wind,2000.0,2.0,0.32,5606.400000000001,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL948321428724,1839,Beiersdorf,NOTUS,110000,generation,6215.133234933205
SEE959386848310,25673,Wind,2000.0,2.0,0.32,5606.400000000001,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL948321428724,1839,Beiersdorf,NOTUS,110000,generation,6571.290646421757
SEE969154005982,V24208,Wind,2000.0,2.0,0.32,5606.400000000001,15326,Wulkow,Lebus,Märkisch-Oderland,SEL926471863688,236,Trafostation,E.ON edis AG,,,5317.845609492517
SEE934332798000,V24209,Wind,2000.0,2.0,0.32,5606.400000000001,15326,Wulkow,Lebus,Märkisch-Oderland,SEL926471863688,236,Trafostation,E.ON edis AG,,,5745.7764897125835
SEE977299945018,V24210,Wind,2000.0,2.0,0.32,5606.400000000001,15326,Wulkow,Lebus,Märkisch-Oderland,SEL926471863688,236,Trafostation,E.ON edis AG,,,6196.342137816337
SEE944305766387,WEA 24116,Wind,2000.0,2.0,0.32,5606.400000000001,16866,Gumtow,Gumtow,Prignitz,SEL972729278803,2146,,,,minor_distribution,930.1811431784487
SEE904071900248,WEA 24117,Wind,2000.0,2.0,0.32,5606.400000000001,19339,Plattenburg,Plattenburg,Prignitz,SEL972729278803,2146,,,,minor_distribution,1174.0853405669106
SEE912260285519,W1 Werbelower Weg 1,Wind,3600.0,3.6,0.32,10091.52,17337,Uckerland,Uckerland,Uckermark,SEL964280346701,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,3604.7407144505946
SEE932793722657,W2 Werbelower Weg 2,Wind,3600.0,3.6,0.32,10091.52,17337,Uckerland,Uckerland,Uckermark,SEL964280346701,1467,Wilsickow,E.DIS Netz GmbH,110000,distribution,3892.178643136814
SEE962222371729,V215663,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL907454178272,3418,,,,,397.0118034412599
SEE922790698185,V218557,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL907454178272,3416,,,,,628.7354308974975
SEE954305187686,V215665,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL907454178272,3417,,,,,373.79001961279937
SEE936218971484,V215666,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL938339275922,3417,,,,,741.6828786499061
SEE968416798884,V215664,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Groß Pankow (Prignitz),Prignitz,SEL938339275922,3417,,,,,631.8594162460425
SEE923353428874,WP Hellberge V WEA KR1 1380605,Wind,3500.0,3.5,0.32,9811.2,15926,Heideblick,Heideblick,Dahme-Spreewald,SEL934296674266,3225,Hellberge,,110000,generation,1217.452371546954
SEE974363385961,BUC 07 (eno100003),Wind,2200.0,2.2,0.32,6167.04,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,3248,,,,generation,972.9548416389567
SEE998883903818,WEA 12,Wind,2400.0,2.4,0.32,6727.68,15837,Baruth,Baruth/Mark,Teltow-Fläming,SEL912157231667,3492,,,110000,,1744.8566096576947
SEE910851522029,WEA 13,Wind,2400.0,2.4,0.32,6727.68,15837,Baruth,Baruth/Mark,Teltow-Fläming,SEL912157231667,2037,,,,minor_distribution,1604.3463266751626
SEE930599235906,WEA 14,Wind,2400.0,2.4,0.32,6727.68,15837,Baruth,Baruth/Mark,Teltow-Fläming,SEL921084396042,2037,,,,minor_distribution,1298.4930597017183
SEE992460070610,WEA 15,Wind,2400.0,2.4,0.32,6727.68,15837,Baruth,Baruth/Mark,Teltow-Fläming,SEL912157231667,2037,,,,minor_distribution,874.2447964909031
SEE954397168938,WEA 08,Wind,2400.0,2.4,0.32,6727.68,15837,Baruth,Baruth/Mark,Teltow-Fläming,SEL921084396042,3492,,,110000,,1644.3528954856188
SEE937387454419,WEA 09,Wind,2400.0,2.4,0.32,6727.68,15837,Baruth,Baruth/Mark,Teltow-Fläming,SEL921084396042,2037,,,,minor_distribution,1626.2511081939979
SEE971853210482,WEA 10,Wind,2400.0,2.4,0.32,6727.68,15837,Baruth,Baruth/Mark,Teltow-Fläming,SEL921084396042,2037,,,,minor_distribution,1293.338904118465
SEE995188393511,48060,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2523,,,,,5246.715814810928
SEE952663805556,48059,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2523,,,,,5499.310573412681
SEE989345503998,48058,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2523,,,,,5755.647671305743
SEE925090802955,48057,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,4172.56687027834
SEE942028860382,48055,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,4423.939148823528
SEE967112522120,48054,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,4652.264552826951
SEE969115843172,48052,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,5043.590725790547
SEE953830196644,48051,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,5245.368846453442
SEE950254292204,WEA 1,Wind,4500.0,4.5,0.32,12614.4,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL938074442955,2782,Petersdorf,,110000,generation,650.072837065588
SEE903076453148,48050,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,5415.619217541913
SEE935559654858,WEA 2,Wind,4500.0,4.5,0.32,12614.4,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL938074442955,2782,Petersdorf,,110000,generation,798.397247269493
SEE986935390549,48048,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,5386.713424594409
SEE900002935310,WEA 3,Wind,4500.0,4.5,0.32,12614.4,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL957516775208,2782,Petersdorf,,110000,generation,1438.9294061470223
SEE905106484047,WEA 4,Wind,4500.0,4.5,0.32,12614.4,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL980474848424,2782,Petersdorf,,110000,generation,1867.882378642568
SEE977542042358,48046,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,4999.42068940467
SEE984002317284,48045,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,4788.3429897485385
SEE981058330731,48043,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL902310627932,2243,Umspannwerk Wittstock Solar,,110000,distribution,4390.499298638541
SEE983207976456,48056,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,4202.337833960617
SEE986819925232,48044,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,4591.738805243198
SEE984053421763,48047,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,5195.307062134245
SEE912898488849,48049,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2243,Umspannwerk Wittstock Solar,,110000,distribution,5464.801656219942
SEE981394749686,48061,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL900366852643,2523,,,,,5062.770774314162
SEE941567099994,48053,Wind,600.0,0.6,0.32,1681.92,16909,Heiligengrabe,Heiligengrabe,Ostprignitz-Ruppin,SEL953534398429,2243,Umspannwerk Wittstock Solar,,110000,distribution,4853.988442831353
SEE927563741327,WEA 01,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL926176545506,1965,,E.DIS Netz GmbH,,minor_distribution,4172.836136658213
SEE913083615040,WEA 02,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,3732.6717792803292
SEE901668390529,WP Carzig,Wind,3500.0,3.5,0.32,9811.2,15306,Fichtenhöhe,Fichtenhöhe,Märkisch-Oderland,SEL945328290774,2830,,,,minor_distribution,5870.150718110512
SEE928030573045,WP Carzig,Wind,3500.0,3.5,0.32,9811.2,15306,Lindendorf,Lindendorf,Märkisch-Oderland,SEL954523077011,2830,,,,minor_distribution,5221.197199437566
SEE957629469902,WEA 03,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,3649.907036065207
SEE907059694900,WEA 05,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,3822.4747898421947
SEE985450913486,WEA 06,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,3290.980525045225
SEE955888221972,WEA 07,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,3168.0054850337365
SEE933822646517,WEA 08,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,3064.330637623915
SEE964541216170,WEA 09,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,2975.794876222701
SEE936638933550,WEA 10,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL926176545506,1965,,E.DIS Netz GmbH,,minor_distribution,2740.9275593921966
SEE961838933857,WEA 11,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL926176545506,1965,,E.DIS Netz GmbH,,minor_distribution,2581.6527575211367
SEE942448949513,WEA 14,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,2120.2269214653534
SEE975362937755,WEA 15,Wind,3600.0,3.6,0.32,10091.52,15848,Friedland,Friedland,Oder-Spree,SEL929361789938,1965,,E.DIS Netz GmbH,,minor_distribution,3375.5916169638394
SEE958819124366,34823,Wind,2000.0,2.0,0.32,5606.400000000001,16845,Breddin,Breddin,Ostprignitz-Ruppin,SEL961070222740,2813,,e.dis,,,3421.3844976653195
SEE976038045354,18220,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL910511703546,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,1099.8364557953735
SEE969082600105,18216,Wind,2000.0,2.0,0.32,5606.400000000001,16792,Zehdenick,Zehdenick,Oberhavel,SEL910511703546,1707,Umspannstation Klein Mutz,E.DIS Netz GmbH,110000,generation,746.1093471502976
SEE992249757145,Spreeau 01,Wind,4200.0,4.2,0.32,11773.44,15528,Spreenhagen,Spreenhagen,Oder-Spree,SEL908205414854,450,Trafohäuschen mit Getreidefeld,E.DIS,,minor_distribution,1267.635942258828
SEE944934728039,Spreeau 02,Wind,4200.0,4.2,0.32,11773.44,15528,Spreenhagen,Spreenhagen,Oder-Spree,SEL908205414854,450,Trafohäuschen mit Getreidefeld,E.DIS,,minor_distribution,1099.4970748259211
SEE923305567026,Spreeau 03,Wind,4200.0,4.2,0.32,11773.44,15528,Spreenhagen,Spreenhagen,Oder-Spree,SEL908205414854,450,Trafohäuschen mit Getreidefeld,E.DIS,,minor_distribution,990.1958720991166
SEE925952682213,Spreeau 04,Wind,4200.0,4.2,0.32,11773.44,15528,Spreenhagen,Spreenhagen,Oder-Spree,SEL908205414854,2311,Uckley,,110000,generation,1445.3142089724781
SEE906314660544,V 236760-01,Wind,3450.0,3.45,0.32,9671.04,15518,Briesen,Briesen (Mark),Oder-Spree,SEL954922736618,1794,Pillgram,E.ON edis AG,110000,generation,3520.321614823876
SEE901827944754,Spreeau 05,Wind,4200.0,4.2,0.32,11773.44,15528,Spreenhagen,Spreenhagen,Oder-Spree,SEL908205414854,2311,Uckley,,110000,generation,1213.7436377415927
SEE995091204157,Spreeau 07,Wind,4200.0,4.2,0.32,11773.44,15528,Spreenhagen,Spreenhagen,Oder-Spree,SEL908205414854,2311,Uckley,,110000,generation,979.5840259350829
SEE950659786353,V 236761-02,Wind,3450.0,3.45,0.32,9671.04,15518,Briesen,Briesen (Mark),Oder-Spree,SEL954922736618,1794,Pillgram,E.ON edis AG,110000,generation,3551.9871274498278
SEE997396184714,V 236762-03,Wind,3450.0,3.45,0.32,9671.04,15518,Briesen,Briesen (Mark),Oder-Spree,SEL954922736618,1794,Pillgram,E.ON edis AG,110000,generation,3398.7465232409063
SEE916640552321,V 236763-04,Wind,3450.0,3.45,0.32,9671.04,15518,Briesen,Briesen (Mark),Oder-Spree,SEL954922736618,1794,Pillgram,E.ON edis AG,110000,generation,3212.829477529959
SEE900939210641,V 236764-05,Wind,3450.0,3.45,0.32,9671.04,15518,Briesen,Briesen (Mark),Oder-Spree,SEL954922736618,1794,Pillgram,E.ON edis AG,110000,generation,2976.619300257622
SEE959690280875,V 236765-06,Wind,3450.0,3.45,0.32,9671.04,15518,Briesen,Briesen (Mark),Oder-Spree,SEL954922736618,1794,Pillgram,E.ON edis AG,110000,generation,3029.531346623442
SEE959552152050,V 236766-07,Wind,3450.0,3.45,0.32,9671.04,15518,Briesen,Briesen (Mark),Oder-Spree,SEL954922736618,1794,Pillgram,E.ON edis AG,110000,generation,2774.388621241213
SEE958358594064,Feldheim VIIa_1150018,Wind,3000.0,3.0,0.32,8409.6,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL982493718290,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,1111.413459577126
SEE966948688369,Feldheim VIIa_1150020,Wind,3000.0,3.0,0.32,8409.6,14929,Treuenbrietzen,Treuenbrietzen,Potsdam-Mittelmark,SEL982493718290,2159,Umspannwerk Feldheim,Energiequelle GmbH,110000,,423.9684411867224
SEE910393035414,E 822021-01,Wind,2300.0,2.3,0.32,6447.360000000001,14913,Niedergörsdorf,Niedergörsdorf,Teltow-Fläming,SEL927280889159,168,Schönefeld,eon edis,,,1787.8985361538664
SEE901177251519,E 822022-02,Wind,2300.0,2.3,0.32,6447.360000000001,14913,Niedergörsdorf,Niedergörsdorf,Teltow-Fläming,SEL927280889159,168,Schönefeld,eon edis,,,1977.121693394905
SEE988942476261,AN 2000-321-02,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Hohenseefeld,Niederer Fläming,Teltow-Fläming,SEL908934842126,313,,,,,3804.0422993776547
SEE955741677625,AN 2000-317-03,Wind,2000.0,2.0,0.32,5606.400000000001,14913,Hohenseefeld,Niederer Fläming,Teltow-Fläming,SEL927801897694,313,,,,,4212.178525286974
SEE983902200313,E 822451-01,Wind,2300.0,2.3,0.32,6447.360000000001,14913,Hohenseefeld,Niederer Fläming,Teltow-Fläming,SEL908934842126,313,,,,,4519.386359243216
SEE983831186955,E 823269-29,Wind,2300.0,2.3,0.32,6447.360000000001,14641,Nauen,Nauen,Havelland,SEL941367524320,3538,,Trianel,110000,generation,1055.8706520681712
SEE913431977714,E 823270-30,Wind,2300.0,2.3,0.32,6447.360000000001,14641,Nauen,Nauen,Havelland,SEL941367524320,3538,,Trianel,110000,generation,1216.0433612654779
